2006-01-11,13,V ugm-3,27,V ugm-3,46,V ugm-3,50,V ugm-3,2,V ugm-3,19,V ugm-3,22,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,56,V ugm-3,6,V ugm-3,21,V ugm-3,31,V ugm-3,No data,,1,V ,0.13,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ,4,V ugm-3,33,V ugm-3,39,V ugm-3,No data,,11,V ugm-3,0.38,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,44,V ugm-3,34,V ugm-3,102,V ugm-3,0.42,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,V ugm-3,2,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-12,11,V ugm-3,37,V ugm-3,53,V ugm-3,38,V ugm-3,2,V ugm-3,25,V ugm-3,28,V ugm-3,No data,,5,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,23,V ugm-3,14,V ugm-3,43,V ugm-3,64,V ugm-3,No data,,3,V ugm-3,0.17,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ,1,V ugm-3,27,V ugm-3,29,V ugm-3,No data,,7,V ugm-3,0.52,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,40,V ugm-3,105,V ugm-3,0.34,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,V ugm-3,3,V ugm-3,30,V ugm-3,35,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-13,9,V ugm-3,40,V ugm-3,54,V ugm-3,23,V ugm-3,3,V ugm-3,28,V ugm-3,32,V ugm-3,No data,,11,V ugm-3,0.24,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,16,V ugm-3,12,V ugm-3,39,V ugm-3,58,V ugm-3,No data,,8,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,3,V ugm-3,26,V ugm-3,30,V ugm-3,No data,,8,V ugm-3,No data,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,36,V ugm-3,29,V ugm-3,83,V ugm-3,0.16,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,V ,4,V ugm-3,24,V ugm-3,29,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-14,8,V ugm-3,35,V ugm-3,46,V ugm-3,28,V ugm-3,4,V ugm-3,28,V ugm-3,34,V ugm-3,No data,,1,V ugm-3,0.34,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,16,V ugm-3,30,V ugm-3,46,V ugm-3,92,V ugm-3,No data,,4,V ugm-3,0.27,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,0,V ugm-3,21,V ugm-3,22,V ugm-3,No data,,8,V ugm-3,No data,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,65,V ugm-3,40,V ugm-3,139,V ugm-3,0.71,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,No data,V ,10,V ugm-3,31,V ugm-3,46,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-15,4,V ugm-3,31,V ugm-3,37,V ugm-3,32,V ugm-3,2,V ugm-3,23,V ugm-3,26,V ugm-3,No data,,5,V ugm-3,0.3,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,18,V ugm-3,8,V ugm-3,37,V ugm-3,49,V ugm-3,No data,,6,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,1,V ugm-3,23,V ugm-3,24,V ugm-3,No data,,8,V ugm-3,0.53,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,36,V ugm-3,102,V ugm-3,0.35,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,V ,4,V ugm-3,26,V ugm-3,32,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-16,10,V ugm-3,36,V ugm-3,51,V ugm-3,33,V ugm-3,2,V ugm-3,22,V ugm-3,25,V ugm-3,No data,,3,V ugm-3,0.41,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,20,V ugm-3,16,V ugm-3,41,V ugm-3,64,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,2,V ugm-3,24,V ugm-3,28,V ugm-3,No data,,8,V ugm-3,0.38,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,26,V ugm-3,91,V ugm-3,0.37,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,V ,4,V ugm-3,25,V ugm-3,30,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-17,39,V ugm-3,52,V ugm-3,111,V ugm-3,26,V ugm-3,6,V ugm-3,31,V ugm-3,41,V ugm-3,No data,,1,V ugm-3,0.25,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,29,V ugm-3,11,V ugm-3,34,V ugm-3,51,V ugm-3,No data,,3,V ugm-3,0.19,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,29,V ugm-3,7,V ugm-3,36,V ugm-3,46,V ugm-3,No data,,14,V ugm-3,0.55,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,64,V ugm-3,42,V ugm-3,139,V ugm-3,0.57,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,44,V ugm-3,2,V ugm-3,23,V ugm-3,26,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-18,43,V ugm-3,47,V ugm-3,113,V ugm-3,24,V ugm-3,6,V ugm-3,27,V ugm-3,37,V ugm-3,No data,,0,V ugm-3,0.33,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,20,V ugm-3,31,V ugm-3,40,V ugm-3,87,V ugm-3,No data,,2,V ugm-3,0.26,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,23,V ugm-3,8,V ugm-3,41,V ugm-3,54,V ugm-3,No data,,18,V ugm-3,0.48,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,93,V ugm-3,51,V ugm-3,192,V ugm-3,0.95,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,29,V ugm-3,7,V ugm-3,28,V ugm-3,39,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-19,7,V ugm-3,21,V ugm-3,32,V ugm-3,47,V ugm-3,2,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,0,V ugm-3,0.22,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,6,V ugm-3,20,V ugm-3,30,V ugm-3,No data,,0,V ,0.11,V mgm-3,6,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,5,V ugm-3,30,V ugm-3,38,V ugm-3,No data,,22,V ugm-3,0.42,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,41,V ugm-3,33,V ugm-3,96,V ugm-3,0.4,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,56,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-20,6,V ugm-3,17,V ugm-3,27,V ugm-3,59,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,0,V ugm-3,0.21,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,69,V ugm-3,4,V ugm-3,14,V ugm-3,21,V ugm-3,No data,,2,V ugm-3,0.15,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,52,V ugm-3,2,V ugm-3,24,V ugm-3,26,V ugm-3,No data,,13,V ugm-3,0.48,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,22,V ugm-3,25,V ugm-3,59,V ugm-3,0.21,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,72,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-21,30,V ugm-3,33,V ugm-3,78,V ugm-3,30,V ugm-3,27,V ugm-3,42,V ugm-3,83,V ugm-3,No data,,2,V ugm-3,0.57,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,20,V ugm-3,31,V ugm-3,61,V ugm-3,No data,,1,V ugm-3,0.18,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,24,V ugm-3,40,V ugm-3,77,V ugm-3,No data,,21,V ugm-3,0.62,V mgm-3,41,V ugm-3 (INDIC.GRAV),No data,,77,V ugm-3,49,V ugm-3,167,V ugm-3,1,V mgm-3,34,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,38,V ugm-3,17,V ugm-3,31,V ugm-3,57,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-22,12,V ugm-3,37,V ugm-3,55,V ugm-3,15,V ugm-3,8,V ugm-3,35,V ugm-3,47,V ugm-3,No data,,4,V ugm-3,0.44,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,8,V ugm-3,19,V ugm-3,43,V ugm-3,72,V ugm-3,No data,,5,V ugm-3,0.27,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,23,V ugm-3,6,V ugm-3,35,V ugm-3,43,V ugm-3,No data,,14,V ugm-3,0.48,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,39,V ugm-3,40,V ugm-3,99,V ugm-3,0.65,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,19,V ugm-3,5,V ugm-3,32,V ugm-3,39,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-23,22,V ugm-3,46,V ugm-3,79,V ugm-3,11,V ugm-3,12,V ugm-3,38,V ugm-3,56,V ugm-3,No data,,12,V ugm-3,0.42,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,5,V ugm-3,20,V ugm-3,44,V ugm-3,75,V ugm-3,No data,,5,V ugm-3,0.23,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,12,V ugm-3,9,V ugm-3,38,V ugm-3,52,V ugm-3,No data,,18,V ugm-3,0.61,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,69,V ugm-3,47,V ugm-3,152,V ugm-3,0.55,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,10,V ugm-3,6,V ugm-3,35,V ugm-3,45,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-24,43,V ugm-3,46,V ugm-3,112,V ugm-3,7,V ugm-3,27,V ugm-3,44,V ugm-3,85,V ugm-3,No data,,5,V ugm-3,No data,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,8,V ugm-3,39,V ugm-3,40,V ugm-3,99,V ugm-3,No data,,7,V ugm-3,0.25,V mgm-3,34,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,8,V ugm-3,32,V ugm-3,45,V ugm-3,94,V ugm-3,No data,,18,V ugm-3,0.75,V mgm-3,45,V ugm-3 (INDIC.GRAV),No data,,105,V ugm-3,53,V ugm-3,214,V ugm-3,0.86,V mgm-3,52,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,6,V ugm-3,15,V ugm-3,39,V ugm-3,61,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-25,10,V ugm-3,22,V ugm-3,38,V ugm-3,58,V ugm-3,6,V ugm-3,22,V ugm-3,31,V ugm-3,No data,,3,V ugm-3,No data,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,49,V ugm-3,13,V ugm-3,32,V ugm-3,52,V ugm-3,No data,,6,V ugm-3,0.22,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,74,V ugm-3,2,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,5,V ugm-3,0.46,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,46,V ugm-3,45,V ugm-3,115,V ugm-3,0.42,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,64,V ugm-3,3,V ugm-3,24,V ugm-3,28,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-26,16,V ugm-3,27,V ugm-3,52,V ugm-3,48,V ugm-3,6,V ugm-3,30,V ugm-3,39,V ugm-3,No data,,9,V ugm-3,0.28,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,27,V ugm-3,38,V ugm-3,53,V ugm-3,111,V ugm-3,No data,,4,V ugm-3,0.23,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,70,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,4,V ugm-3,0.52,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,72,V ugm-3,50,V ugm-3,160,V ugm-3,0.61,V mgm-3,49,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,60,V ugm-3,5,V ugm-3,25,V ugm-3,33,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-27,9,V ugm-3,16,V ugm-3,30,V ugm-3,55,V ugm-3,5,V ugm-3,25,V ugm-3,33,V ugm-3,No data,,8,V ugm-3,0.22,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,50,V ugm-3,10,V ugm-3,32,V ugm-3,48,V ugm-3,No data,,6,V ugm-3,0.14,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,74,V ugm-3,1,V ugm-3,10,V ugm-3,11,V ugm-3,No data,,5,V ugm-3,0.41,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,51,V ugm-3,43,V ugm-3,122,V ugm-3,0.49,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,67,V ugm-3,3,V ugm-3,19,V ugm-3,23,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-01-28,16,V ugm-3,25,V ugm-3,49,V ugm-3,27,V ugm-3,19,V ugm-3,49,V ugm-3,78,V ugm-3,No data,,8,V ugm-3,0.46,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,31,V ugm-3,15,V ugm-3,47,V ugm-3,71,V ugm-3,No data,,4,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,43,V ugm-3,4,V ugm-3,27,V ugm-3,34,V ugm-3,No data,,6,V ugm-3,0.64,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,103,V ugm-3,57,V ugm-3,214,V ugm-3,1.2,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,29,V ugm-3,37,V ugm-3,49,V ugm-3,105,V ugm-3,No data,,No data,,No data,,No data,,No data
