2006-02-11,17,V ugm-3,41,V ugm-3,66,V ugm-3,29,V ugm-3,6,V ugm-3,36,V ugm-3,45,V ugm-3,No data,,5,V ugm-3,0.46,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,18,V ugm-3,26,V ugm-3,48,V ugm-3,88,V ugm-3,No data,,5,V ugm-3,0.21,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,33,V ugm-3,4,V ugm-3,33,V ugm-3,39,V ugm-3,No data,,8,V ugm-3,0.61,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,68,V ugm-3,50,V ugm-3,154,V ugm-3,0.57,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,27,V ,6,V ugm-3,34,V ugm-3,43,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-12,4,V ugm-3,27,V ugm-3,32,V ugm-3,38,V ugm-3,2,V ugm-3,22,V ugm-3,25,V ugm-3,No data,,0,V ugm-3,0.35,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,29,V ugm-3,19,V ugm-3,32,V ugm-3,61,V ugm-3,No data,,3,V ugm-3,0.22,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,7,V ugm-3,30,V ugm-3,40,V ugm-3,No data,,6,V ugm-3,0.58,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,47,V ugm-3,34,V ugm-3,105,V ugm-3,0.66,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,30,V ,8,V ugm-3,27,V ugm-3,38,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-13,15,V ugm-3,48,V ugm-3,71,V ugm-3,32,V ugm-3,3,V ugm-3,33,V ugm-3,38,V ugm-3,No data,,2,V ugm-3,0.38,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,15,V ugm-3,30,V ugm-3,55,V ugm-3,101,V ugm-3,No data,,4,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,36,V ugm-3,2,V ugm-3,31,V ugm-3,34,V ugm-3,No data,,6,V ugm-3,0.44,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,67,V ugm-3,46,V ugm-3,148,V ugm-3,0.57,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,33,V ,6,V ugm-3,31,V ugm-3,40,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-14,6,V ugm-3,31,V ugm-3,41,V ugm-3,54,V ugm-3,1,V ugm-3,19,V ugm-3,21,V ugm-3,No data,,3,V ugm-3,0.21,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,27,V ugm-3,11,V ugm-3,38,V ugm-3,54,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,49,V ugm-3,2,V ugm-3,23,V ugm-3,27,V ugm-3,No data,,8,V ugm-3,0.51,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,49,V ugm-3,32,V ugm-3,107,V ugm-3,0.38,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,49,V ugm-3,3,V ugm-3,20,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-15,7,V ugm-3,23,V ugm-3,33,V ugm-3,66,V ugm-3,1,V ugm-3,13,V ugm-3,15,V ugm-3,No data,,0,V ugm-3,0.17,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,64,V ugm-3,7,V ugm-3,19,V ugm-3,30,V ugm-3,No data,,3,V ugm-3,0.12,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,56,V ugm-3,4,V ugm-3,29,V ugm-3,35,V ugm-3,No data,,16,V ugm-3,0.48,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,50,V ugm-3,38,V ugm-3,115,V ugm-3,0.33,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,64,V ugm-3,3,V ugm-3,14,V ugm-3,17,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-16,8,V ugm-3,29,V ugm-3,41,V ugm-3,62,V ugm-3,2,V ugm-3,18,V ugm-3,20,V ugm-3,No data,,1,V ugm-3,0.2,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,12,V ugm-3,36,V ugm-3,54,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,64,V ugm-3,1,V ugm-3,22,V ugm-3,24,V ugm-3,No data,,4,V ugm-3,0.59,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,37,V ugm-3,104,V ugm-3,0.29,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,57,V ugm-3,4,V ugm-3,17,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-17,24,V ugm-3,44,V ugm-3,80,V ugm-3,29,V ugm-3,8,V ugm-3,39,V ugm-3,50,V ugm-3,No data,,1,V ugm-3,0.5,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,10,V ugm-3,31,V ugm-3,47,V ugm-3,No data,,2,V ugm-3,0.29,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,39,V ugm-3,7,V ugm-3,33,V ugm-3,44,V ugm-3,No data,,11,V ugm-3,0.5,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,84,V ugm-3,36,V ugm-3,164,V ugm-3,0.67,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,34,V ugm-3,4,V ugm-3,30,V ugm-3,36,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-18,15,V ugm-3,35,V ugm-3,58,V ugm-3,26,V ugm-3,24,V ugm-3,44,V ugm-3,80,V ugm-3,No data,,5,V ugm-3,0.52,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,30,V ugm-3,13,V ugm-3,31,V ugm-3,50,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,29,V ugm-3,18,V ugm-3,40,V ugm-3,67,V ugm-3,No data,,17,V ugm-3,0.67,V mgm-3,48,V ,No data,,106,V ugm-3,47,V ugm-3,209,V ugm-3,0.99,V mgm-3,47,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,27,V ugm-3,7,V ugm-3,38,V ugm-3,48,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-19,8,V ugm-3,22,V ugm-3,35,V ugm-3,30,V ugm-3,14,V ugm-3,34,V ugm-3,55,V ugm-3,No data,,7,V ugm-3,0.5,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,7,V ugm-3,24,V ugm-3,35,V ugm-3,No data,,3,V ugm-3,0.15,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,38,V ugm-3,11,V ugm-3,29,V ugm-3,47,V ugm-3,No data,,11,V ugm-3,0.8,V mgm-3,41,V ,No data,,65,V ugm-3,40,V ugm-3,139,V ugm-3,0.72,V mgm-3,41,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,38,V ugm-3,4,V ugm-3,26,V ugm-3,32,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-20,18,V ugm-3,23,V ugm-3,50,V ugm-3,62,V ugm-3,5,V ugm-3,24,V ugm-3,31,V ugm-3,No data,,12,V ugm-3,0.35,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,63,V ugm-3,8,V ugm-3,25,V ugm-3,37,V ugm-3,No data,,7,V ugm-3,0.2,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,82,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,8,V ugm-3,0.45,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,34,V ugm-3,29,V ugm-3,80,V ugm-3,0.36,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,66,V ugm-3,3,V ugm-3,19,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-21,12,V ugm-3,18,V ugm-3,36,V ugm-3,61,V ugm-3,5,V ugm-3,28,V ugm-3,35,V ugm-3,No data,,14,V ugm-3,0.57,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,67,V ugm-3,8,V ugm-3,23,V ugm-3,35,V ugm-3,No data,,2,V ugm-3,0.15,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,81,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,8,V ugm-3,0.42,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,52,V ugm-3,38,V ugm-3,117,V ugm-3,0.31,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,70,V ugm-3,4,V ugm-3,15,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-22,11,V ugm-3,22,V ugm-3,38,V ugm-3,57,V ugm-3,4,V ugm-3,32,V ugm-3,38,V ugm-3,No data,,13,V ugm-3,0.45,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,65,V ugm-3,8,V ugm-3,29,V ugm-3,42,V ugm-3,No data,,1,V ugm-3,0.22,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,80,V ugm-3,1,V ugm-3,9,V ugm-3,10,V ugm-3,No data,,No data,V ugm-3,0.57,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,66,V ugm-3,45,V ugm-3,145,V ugm-3,0.5,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,74,V ugm-3,7,V ugm-3,15,V ugm-3,26,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-23,23,V ugm-3,33,V ugm-3,68,V ugm-3,54,V ugm-3,4,V ugm-3,32,V ugm-3,38,V ugm-3,No data,,14,V ugm-3,0.34,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,60,V ugm-3,8,V ugm-3,23,V ugm-3,34,V ugm-3,No data,,3,V ugm-3,0.17,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,81,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,No data,V ,0.41,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,36,V ugm-3,35,V ugm-3,89,V ugm-3,0.34,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,61,V ugm-3,4,V ugm-3,21,V ugm-3,28,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-24,5,V ugm-3,21,V ugm-3,29,V ugm-3,63,V ugm-3,3,V ugm-3,21,V ugm-3,25,V ugm-3,No data,,11,V ugm-3,0.39,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,69,V ugm-3,5,V ugm-3,20,V ugm-3,27,V ugm-3,No data,,1,V ugm-3,0.17,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,76,V ugm-3,1,V ugm-3,9,V ugm-3,10,V ugm-3,No data,,No data,V ,0.63,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,50,V ugm-3,32,V ugm-3,108,V ugm-3,0.52,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,72,V ugm-3,5,V ugm-3,8,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-25,0,V ugm-3,9,V ugm-3,10,V ugm-3,62,V ,3,V ,26,V ,31,V ,No data,,25,V ,No data,V ,34,V ,No data,,No data,,No data,,No data,,No data,,80,V ugm-3,5,V ugm-3,16,V ugm-3,22,V ugm-3,No data,,3,V ugm-3,0.16,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,80,V ugm-3,2,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,No data,V ,0.5,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,28,V ugm-3,19,V ugm-3,63,V ugm-3,0.33,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,77,V ugm-3,3,V ugm-3,10,V ugm-3,15,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-26,1,V ugm-3,9,V ugm-3,10,V ugm-3,71,V ,2,V ,19,V ,22,V ,No data,,14,V ,No data,V ,25,V ,No data,,No data,,No data,,No data,,No data,,80,V ugm-3,4,V ugm-3,13,V ugm-3,20,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,84,V ugm-3,0,V ugm-3,6,V ugm-3,6,V ugm-3,No data,,No data,V ,0.49,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,13,V ugm-3,15,V ugm-3,36,V ugm-3,0.29,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,76,V ,2,V ,11,V ,14,V ,No data,,No data,,No data,,No data,,No data
2006-02-27,39,V ugm-3,52,V ugm-3,112,V ugm-3,52,V ugm-3,3,V ugm-3,30,V ugm-3,35,V ugm-3,No data,,3,V ugm-3,No data,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,56,V ugm-3,8,V ugm-3,24,V ugm-3,37,V ugm-3,No data,,2,V ugm-3,0.15,V mgm-3,6,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,57,V ugm-3,2,V ugm-3,24,V ugm-3,27,V ugm-3,No data,,No data,V ,0.55,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,30,V ugm-3,66,V ugm-3,0.3,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,57,V ugm-3,2,V ugm-3,16,V ugm-3,19,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-02-28,23,V ugm-3,37,V ugm-3,72,V ugm-3,59,V ugm-3,3,V ugm-3,24,V ugm-3,28,V ugm-3,No data,,4,V ugm-3,No data,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,71,V ugm-3,6,V ugm-3,19,V ugm-3,28,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,75,V ugm-3,1,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,No data,V ,0.36,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,17,V ugm-3,16,V ugm-3,41,V ugm-3,0.12,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,68,V ugm-3,3,V ugm-3,12,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data



End
