Daily Mean data	    supplied by UK-AIR on 06/09/2017
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2006-04-01,1,V ugm-3,17,V ugm-3,19,V ugm-3,86,V ugm-3,0,V ugm-3,10,V ugm-3,10,V ugm-3,No data,,1,V ugm-3,0.17,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,69,V ugm-3,7,V ugm-3,29,V ugm-3,39,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,70,V ugm-3,1,V ugm-3,16,V ugm-3,17,V ugm-3,No data,,4,V ugm-3,0.31,V mgm-3,5,V ugm-3 (INDIC.GRAV),No data,,32,V ugm-3,32,V ugm-3,81,V ugm-3,0.32,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,80,V ugm-3,4,V ugm-3,9,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-02,0,V ugm-3,14,V ugm-3,14,V ugm-3,76,V ugm-3,1,V ugm-3,16,V ugm-3,18,V ugm-3,No data,,6,V ugm-3,0.31,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,66,V ugm-3,7,V ugm-3,27,V ugm-3,37,V ugm-3,No data,,4,V ugm-3,0.15,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,69,V ugm-3,0,V ugm-3,17,V ugm-3,17,V ugm-3,No data,,1,V ugm-3,0.43,V mgm-3,8,V ugm-3 (INDIC.GRAV),No data,,20,V ugm-3,24,V ugm-3,55,V ugm-3,0.3,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,73,V ugm-3,3,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-03,24,V ugm-3,50,V ugm-3,86,V ugm-3,58,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,4,V ugm-3,0.16,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,74,V ugm-3,7,V ugm-3,19,V ugm-3,30,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,47,V ugm-3,3,V ugm-3,33,V ugm-3,37,V ugm-3,No data,,16,V ugm-3,0.48,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,29,V ugm-3,26,V ugm-3,70,V ugm-3,0.22,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,6,V ugm-3,66,V ugm-3,4,V ugm-3,16,V ugm-3,21,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-04,19,V ugm-3,38,V ugm-3,68,V ugm-3,64,V ugm-3,4,V ugm-3,20,V ugm-3,25,V ugm-3,No data,,1,V ugm-3,0.29,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,70,V ugm-3,9,V ugm-3,26,V ugm-3,39,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,67,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,No data,,4,V ugm-3,0.31,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,44,V ugm-3,36,V ugm-3,102,V ugm-3,0.43,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,66,V ugm-3,6,V ugm-3,22,V ugm-3,31,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-05,20,V ugm-3,42,V ugm-3,73,V ugm-3,60,V ugm-3,3,V ugm-3,19,V ugm-3,23,V ugm-3,No data,,1,V ugm-3,0.22,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,69,V ugm-3,7,V ugm-3,19,V ugm-3,29,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,5,V ugm-3,34,V ugm-3,42,V ugm-3,No data,,15,V ugm-3,0.53,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,33,V ugm-3,99,V ugm-3,0.39,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,5,V ugm-3,72,V ugm-3,3,V ugm-3,10,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-06,9,V ugm-3,28,V ugm-3,41,V ugm-3,78,V ugm-3,1,V ugm-3,11,V ugm-3,12,V ugm-3,No data,,0,V ugm-3,0.15,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,86,V ugm-3,6,V ugm-3,13,V ugm-3,22,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,58,V ugm-3,2,V ugm-3,25,V ugm-3,29,V ugm-3,No data,,12,V ugm-3,0.55,V mgm-3,6,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,26,V ugm-3,63,V ugm-3,0.25,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,82,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-07,5,V ugm-3,28,V ugm-3,36,V ugm-3,83,V ugm-3,1,V ugm-3,10,V ugm-3,11,V ugm-3,No data,,0,V ugm-3,0.3,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,82,V ugm-3,6,V ugm-3,20,V ugm-3,29,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,63,V ugm-3,2,V ugm-3,24,V ugm-3,27,V ugm-3,No data,,13,V ugm-3,0.38,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,38,V ugm-3,34,V ugm-3,92,V ugm-3,0.37,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,5,V ugm-3,86,V ugm-3,2,V ugm-3,9,V ugm-3,12,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-08,1,V ugm-3,16,V ugm-3,18,V ugm-3,79,V ugm-3,1,V ugm-3,15,V ugm-3,16,V ugm-3,No data,,1,V ugm-3,No data,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,81,V ugm-3,6,V ugm-3,22,V ugm-3,31,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,66,V ugm-3,1,V ugm-3,21,V ugm-3,23,V ugm-3,No data,,11,V ugm-3,0.4,V mgm-3,5,V ugm-3 (INDIC.GRAV),No data,,36,V ugm-3,30,V ugm-3,85,V ugm-3,0.41,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,81,V ugm-3,4,V ugm-3,12,V ugm-3,17,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-09,1,V ugm-3,12,V ugm-3,13,V ugm-3,71,V ugm-3,1,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,3,V ugm-3,No data,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,77,V ugm-3,4,V ugm-3,15,V ugm-3,21,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,73,V ugm-3,0,V ugm-3,8,V ugm-3,8,V ugm-3,No data,,4,V ugm-3,0.39,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,18,V ugm-3,26,V ugm-3,54,V ugm-3,0.44,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,75,V ugm-3,2,V ugm-3,11,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-04-10,27,V ugm-3,39,V ugm-3,81,V ugm-3,67,V ugm-3,2,V ugm-3,17,V ugm-3,21,V ugm-3,No data,,2,V ugm-3,No data,V ,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,68,V ugm-3,9,V ugm-3,22,V ugm-3,35,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,63,V ugm-3,1,V ugm-3,16,V ugm-3,19,V ugm-3,No data,,10,V ugm-3,0.35,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,27,V ugm-3,27,V ugm-3,68,V ugm-3,0.32,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,11,V ugm-3,70,V ugm-3,3,V ugm-3,10,V ugm-3,15,V ugm-3,No data,,No data,,No data,,No data,,No data
