Daily Mean data	    supplied by UK-AIR on 06/09/2017
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2006-03-01,36,V ugm-3,54,V ugm-3,109,V ugm-3,45,V ugm-3,5,V ugm-3,31,V ugm-3,38,V ugm-3,No data,,6,V ugm-3,0.29,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,55,V ugm-3,9,V ugm-3,28,V ugm-3,42,V ugm-3,No data,,4,V ugm-3,0.18,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,50,V ugm-3,3,V ugm-3,32,V ugm-3,36,V ugm-3,No data,,No data,V ugm-3,0.73,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,26,V ugm-3,29,V ugm-3,69,V ugm-3,0.24,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,57,V ugm-3,4,V ugm-3,21,V ugm-3,27,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-02,38,V ugm-3,61,V ugm-3,119,V ugm-3,35,V ugm-3,14,V ugm-3,40,V ugm-3,62,V ugm-3,No data,,4,V ugm-3,0.35,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,45,V ugm-3,14,V ugm-3,36,V ugm-3,57,V ugm-3,No data,,3,V ugm-3,0.21,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,9,V ugm-3,43,V ugm-3,57,V ugm-3,No data,,No data,V ugm-3,0.74,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,62,V ugm-3,44,V ugm-3,139,V ugm-3,0.57,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,42,V ugm-3,14,V ugm-3,32,V ugm-3,53,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-03,23,V ugm-3,53,V ugm-3,88,V ugm-3,44,V ugm-3,5,V ugm-3,29,V ugm-3,36,V ugm-3,No data,,3,V ugm-3,0.25,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,58,V ugm-3,10,V ugm-3,28,V ugm-3,42,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,51,V ugm-3,5,V ugm-3,32,V ugm-3,40,V ugm-3,No data,,9,V ugm-3,0.73,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,58,V ugm-3,44,V ugm-3,133,V ugm-3,0.43,V mgm-3,41,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,56,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-04,4,V ugm-3,23,V ugm-3,30,V ugm-3,63,V ugm-3,2,V ugm-3,19,V ugm-3,22,V ugm-3,No data,,5,V ugm-3,0.22,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,63,V ugm-3,8,V ugm-3,27,V ugm-3,39,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,65,V ugm-3,1,V ugm-3,21,V ugm-3,22,V ugm-3,No data,,14,V ugm-3,0.78,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,24,V ugm-3,61,V ugm-3,0.42,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,68,V ugm-3,3,V ugm-3,18,V ugm-3,23,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-05,1,V ugm-3,15,V ugm-3,17,V ugm-3,63,V ugm-3,2,V ugm-3,19,V ugm-3,22,V ugm-3,No data,,4,V ugm-3,0.19,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,70,V ugm-3,6,V ugm-3,18,V ugm-3,26,V ugm-3,No data,,1,V ugm-3,0.1,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,71,V ugm-3,0,V ugm-3,13,V ugm-3,14,V ugm-3,No data,,4,V ugm-3,0.6,V mgm-3,36,V ugm-3 (INDIC.GRAV),No data,,11,V ugm-3,13,V ugm-3,29,V ugm-3,0.2,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,67,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-06,46,V ugm-3,63,V ugm-3,134,V ugm-3,44,V ,11,V ,42,V ,59,V ,No data,,5,V ,0.35,V ,30,V ,No data,,No data,,No data,,No data,,No data,,48,V ugm-3,22,V ugm-3,41,V ugm-3,75,V ugm-3,No data,,7,V ugm-3,0.25,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,57,V ugm-3,5,V ugm-3,31,V ugm-3,38,V ugm-3,No data,,8,V ugm-3,0.58,V mgm-3,37,V ugm-3 (INDIC.GRAV),No data,,77,V ugm-3,47,V ugm-3,165,V ugm-3,0.63,V mgm-3,41,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,53,V ugm-3,23,V ugm-3,34,V ugm-3,69,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-07,14,V ugm-3,57,V ugm-3,78,V ugm-3,38,V ,3,V ,30,V ,35,V ,No data,,5,V ,0.12,V ,15,V ,No data,,No data,,No data,,No data,,No data,,16,V ugm-3,23,V ugm-3,57,V ugm-3,91,V ugm-3,No data,,3,V ugm-3,0.22,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,40,V ugm-3,2,V ugm-3,35,V ugm-3,38,V ugm-3,No data,,6,V ugm-3,0.45,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,64,V ugm-3,47,V ugm-3,144,V ugm-3,0.42,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,29,V ugm-3,7,V ugm-3,37,V ugm-3,49,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-08,44,V ugm-3,54,V ugm-3,120,V ugm-3,19,V ,22,V ugm-3,35,V ugm-3,69,V ugm-3,No data,,3,V ugm-3,0.32,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,7,V ugm-3,66,V ugm-3,59,V ugm-3,159,V ugm-3,No data,,4,V ugm-3,0.54,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,17,V ugm-3,13,V ugm-3,40,V ugm-3,60,V ugm-3,No data,,5,V ugm-3,0.55,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,95,V ugm-3,51,V ugm-3,196,V ugm-3,0.82,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,15,V ugm-3,19,V ugm-3,40,V ugm-3,69,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-09,20,V ugm-3,47,V ugm-3,78,V ugm-3,26,V ugm-3,10,V ugm-3,28,V ugm-3,43,V ugm-3,No data,,6,V ugm-3,0.19,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,26,V ugm-3,12,V ugm-3,35,V ugm-3,54,V ugm-3,No data,,7,V ugm-3,0.18,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,3,V ugm-3,26,V ugm-3,30,V ugm-3,No data,,5,V ugm-3,0.47,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,111,V ugm-3,56,V ugm-3,226,V ugm-3,0.76,V mgm-3,34,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,32,V ugm-3,9,V ugm-3,23,V ugm-3,36,V ugm-3,No data,,No data,,No data,,No data,,No data
2006-03-10,25,V ugm-3,39,V ugm-3,77,V ugm-3,46,V ugm-3,9,V ugm-3,32,V ugm-3,46,V ugm-3,No data,,9,V ugm-3,0.39,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,38,V ugm-3,14,V ugm-3,38,V ugm-3,58,V ugm-3,No data,,0,V ugm-3,0.25,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,61,V ugm-3,2,V ugm-3,20,V ugm-3,23,V ugm-3,No data,,2,V ugm-3,0.61,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,65,V ugm-3,48,V ugm-3,146,V ugm-3,0.62,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,47,V ugm-3,7,V ugm-3,19,V ugm-3,29,V ugm-3,No data,,No data,,No data,,No data,,No data
