2005-10-11,11,V ugm-3,38,V ugm-3,55,V ugm-3,28,V ugm-3,11,V ugm-3,34,V ugm-3,51,V ugm-3,No data,,6,V ugm-3,0.33,V mgm-3,49,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ,No data,V ,No data,V ,No data,V ,No data,,No data,V ,No data,V ,No data,V ,No data,,No data,,No data,,No data,,No data,,43,V ugm-3,1,V ugm-3,21,V ugm-3,22,V ugm-3,No data,,8,V ugm-3,0.35,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,57,V ugm-3,39,V ugm-3,126,V ugm-3,0.61,V mgm-3,45,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,38,V ugm-3,4,V ugm-3,24,V ugm-3,30,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-12,18,V ugm-3,37,V ugm-3,64,V ugm-3,27,V ugm-3,7,V ugm-3,28,V ugm-3,38,V ugm-3,No data,,4,V ugm-3,0.19,V mgm-3,41,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,42,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,No data,,No data,V ,0.36,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,54,V ugm-3,38,V ugm-3,121,V ugm-3,0.24,V mgm-3,34,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,27,V ugm-3,9,V ugm-3,38,V ugm-3,52,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-13,14,V ugm-3,28,V ugm-3,49,V ugm-3,37,V ugm-3,3,V ugm-3,24,V ugm-3,29,V ugm-3,No data,,1,V ugm-3,No data,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,25,V ugm-3,35,V ugm-3,52,V ugm-3,105,V ugm-3,No data,,10,V ugm-3,0.18,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,60,V ugm-3,1,V ugm-3,12,V ugm-3,13,V ugm-3,No data,,No data,V ugm-3,0.3,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,55,V ugm-3,41,V ugm-3,125,V ugm-3,0.29,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,43,V ugm-3,3,V ugm-3,24,V ugm-3,29,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-14,34,V ugm-3,31,V ugm-3,83,V ugm-3,27,V ugm-3,15,V ugm-3,30,V ugm-3,52,V ugm-3,No data,,3,V ugm-3,No data,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,19,V ugm-3,57,V ugm-3,49,V ugm-3,136,V ugm-3,No data,,3,V ugm-3,0.19,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,39,V ugm-3,12,V ugm-3,22,V ugm-3,41,V ugm-3,No data,,5,V ugm-3,0.4,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,107,V ugm-3,48,V ugm-3,212,V ugm-3,0.84,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,29,V ugm-3,22,V ugm-3,30,V ugm-3,64,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-15,2,V ugm-3,26,V ugm-3,29,V ugm-3,39,V ugm-3,3,V ugm-3,20,V ugm-3,25,V ugm-3,No data,,3,V ugm-3,No data,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,37,V ugm-3,8,V ugm-3,38,V ugm-3,50,V ugm-3,No data,,5,V ugm-3,0.1,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,49,V ugm-3,0,V ugm-3,12,V ugm-3,12,V ugm-3,No data,,1,V ugm-3,0.38,V mgm-3,37,V ugm-3 (INDIC.GRAV),No data,,72,V ugm-3,44,V ugm-3,154,V ugm-3,0.79,V mgm-3,38,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,56,V ugm-3,4,V ugm-3,17,V ugm-3,23,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-16,2,V ugm-3,25,V ugm-3,28,V ugm-3,39,V ugm-3,4,V ugm-3,25,V ugm-3,31,V ugm-3,No data,,1,V ugm-3,No data,V mgm-3,37,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,4,V ugm-3,29,V ugm-3,35,V ugm-3,No data,,1,V ugm-3,0.1,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,52,V ugm-3,0,V ugm-3,10,V ugm-3,11,V ugm-3,No data,,4,V ugm-3,0.33,V mgm-3,48,V ugm-3 (INDIC.GRAV),No data,,33,V ugm-3,28,V ugm-3,77,V ugm-3,0.43,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,60,V ugm-3,4,V ugm-3,8,V ugm-3,13,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-17,13,V ugm-3,29,V ugm-3,48,V ugm-3,33,V ugm-3,3,V ugm-3,21,V ugm-3,25,V ugm-3,No data,,1,V ugm-3,No data,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,28,V ugm-3,14,V ugm-3,30,V ugm-3,52,V ugm-3,No data,,3,V ugm-3,0.12,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,33,V ugm-3,1,V ugm-3,17,V ugm-3,18,V ugm-3,No data,,6,V ugm-3,0.31,V mgm-3,42,V ugm-3 (INDIC.GRAV),No data,,72,V ugm-3,41,V ugm-3,150,V ugm-3,0.52,V mgm-3,50,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,42,V ugm-3,6,V ugm-3,15,V ugm-3,23,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-18,17,V ugm-3,37,V ugm-3,62,V ugm-3,30,V ugm-3,4,V ugm-3,26,V ugm-3,33,V ugm-3,No data,,1,V ugm-3,No data,V mgm-3,37,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,10,V ugm-3,29,V ugm-3,44,V ugm-3,No data,,1,V ugm-3,0.1,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,0,V ugm-3,19,V ugm-3,19,V ugm-3,No data,,6,V ugm-3,0.3,V mgm-3,41,V ugm-3 (INDIC.GRAV),No data,,94,V ugm-3,54,V ugm-3,197,V ugm-3,0.66,V mgm-3,42,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,46,V ugm-3,5,V ugm-3,12,V ugm-3,19,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-19,14,V ugm-3,36,V ugm-3,58,V ugm-3,15,V ugm-3,8,V ugm-3,34,V ugm-3,46,V ugm-3,No data,,5,V ugm-3,0.22,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,12,V ugm-3,25,V ugm-3,45,V ugm-3,84,V ugm-3,No data,,7,V ugm-3,0.17,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,20,V ugm-3,4,V ugm-3,28,V ugm-3,33,V ugm-3,No data,,10,V ugm-3,0.33,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,79,V ugm-3,50,V ugm-3,170,V ugm-3,0.3,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,20,V ugm-3,9,V ugm-3,30,V ugm-3,43,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-20,10,V ugm-3,29,V ugm-3,44,V ugm-3,37,V ugm-3,6,V ugm-3,24,V ugm-3,33,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,28,V ugm-3,17,V ugm-3,39,V ugm-3,65,V ugm-3,No data,,2,V ugm-3,0.11,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,35,V ugm-3,5,V ugm-3,23,V ugm-3,30,V ugm-3,No data,,15,V ugm-3,0.27,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,168,V ugm-3,51,V ugm-3,308,V ugm-3,0.23,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,38,V ugm-3,4,V ugm-3,21,V ugm-3,28,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-21,31,V ugm-3,46,V ugm-3,94,V ugm-3,16,V ugm-3,19,V ugm-3,40,V ugm-3,69,V ugm-3,No data,,4,V ugm-3,0.41,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,26,V ugm-3,20,V ugm-3,38,V ugm-3,70,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,25,V ugm-3,8,V ugm-3,29,V ugm-3,40,V ugm-3,No data,,7,V ugm-3,0.48,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,175,V ugm-3,69,V ugm-3,336,V ugm-3,0.5,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,30,V ugm-3,8,V ugm-3,28,V ugm-3,41,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-22,1,V ugm-3,12,V ugm-3,13,V ugm-3,47,V ugm-3,6,V ugm-3,27,V ugm-3,36,V ugm-3,No data,,4,V ugm-3,0.18,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,39,V ugm-3,15,V ugm-3,31,V ugm-3,54,V ugm-3,No data,,2,V ugm-3,0.12,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,64,V ugm-3,0,V ugm-3,9,V ugm-3,9,V ugm-3,No data,,5,V ugm-3,0.31,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,105,V ugm-3,48,V ugm-3,209,V ugm-3,0.3,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,49,V ugm-3,3,V ugm-3,21,V ugm-3,26,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-23,12,V ugm-3,26,V ugm-3,45,V ugm-3,21,V ugm-3,11,V ugm-3,30,V ugm-3,46,V ugm-3,No data,,2,V ugm-3,0.37,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,19,V ugm-3,23,V ugm-3,40,V ugm-3,74,V ugm-3,No data,,4,V ugm-3,0.22,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,24,V ugm-3,8,V ugm-3,30,V ugm-3,42,V ugm-3,No data,,6,V ugm-3,0.45,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,55,V ugm-3,35,V ugm-3,119,V ugm-3,0.68,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,24,V ugm-3,19,V ugm-3,30,V ugm-3,59,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-24,16,V ugm-3,25,V ugm-3,50,V ugm-3,41,V ugm-3,3,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,2,V ugm-3,0.22,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,35,V ugm-3,16,V ugm-3,32,V ugm-3,57,V ugm-3,No data,,3,V ugm-3,0.15,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,1,V ugm-3,17,V ugm-3,18,V ugm-3,No data,,6,V ugm-3,0.33,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,46,V ugm-3,34,V ugm-3,104,V ugm-3,0.33,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,54,V ugm-3,6,V ugm-3,11,V ugm-3,19,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-25,3,V ugm-3,17,V ugm-3,23,V ugm-3,47,V ugm-3,2,V ugm-3,12,V ugm-3,14,V ugm-3,No data,,2,V ugm-3,0.19,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,42,V ugm-3,15,V ugm-3,29,V ugm-3,52,V ugm-3,No data,,1,V ugm-3,0.11,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,38,V ugm-3,4,V ugm-3,34,V ugm-3,40,V ugm-3,No data,,15,V ugm-3,0.25,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,48,V ugm-3,34,V ugm-3,106,V ugm-3,0.36,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,55,V ugm-3,3,V ugm-3,12,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-26,10,V ugm-3,30,V ugm-3,45,V ugm-3,32,V ugm-3,8,V ugm-3,25,V ugm-3,38,V ugm-3,No data,,2,V ugm-3,0.28,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,22,V ugm-3,26,V ugm-3,40,V ugm-3,79,V ugm-3,No data,,3,V ugm-3,0.18,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,28,V ugm-3,2,V ugm-3,31,V ugm-3,34,V ugm-3,No data,,8,V ugm-3,0.32,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,49,V ugm-3,38,V ugm-3,113,V ugm-3,0.42,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,35,V ugm-3,4,V ugm-3,21,V ugm-3,27,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-27,21,V ugm-3,50,V ugm-3,82,V ugm-3,24,V ugm-3,6,V ugm-3,27,V ugm-3,36,V ugm-3,No data,,8,V ugm-3,0.21,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,10,V ugm-3,22,V ugm-3,43,V ugm-3,77,V ugm-3,No data,,10,V ugm-3,0.14,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,29,V ugm-3,6,V ugm-3,33,V ugm-3,43,V ugm-3,No data,,9,V ugm-3,0.31,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,35,V ugm-3,101,V ugm-3,0.32,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,23,V ugm-3,8,V ugm-3,29,V ugm-3,42,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-28,6,V ugm-3,31,V ugm-3,40,V ugm-3,44,V ugm-3,6,V ugm-3,21,V ugm-3,29,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,26,V ugm-3,14,V ugm-3,40,V ugm-3,60,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,0,V ugm-3,17,V ugm-3,17,V ugm-3,No data,,8,V ugm-3,0.2,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,34,V ugm-3,26,V ugm-3,78,V ugm-3,0.31,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,48,V ugm-3,2,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-10-29,7,V ugm-3,27,V ugm-3,38,V ugm-3,41,V ugm-3,1,V ugm-3,17,V ugm-3,19,V ugm-3,No data,,3,V ugm-3,0.23,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,28,V ugm-3,10,V ugm-3,32,V ugm-3,47,V ugm-3,No data,,4,V ugm-3,0.1,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,45,V ugm-3,1,V ugm-3,21,V ugm-3,22,V ugm-3,No data,,6,V ugm-3,0.23,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,31,V ugm-3,31,V ugm-3,79,V ugm-3,0.63,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,45,V ugm-3,3,V ugm-3,21,V ugm-3,26,V ugm-3,No data,,No data,,No data,,No data,,No data
