2005-11-11,3,V ugm-3,16,V ugm-3,20,V ugm-3,53,V ugm-3,2,V ugm-3,11,V ugm-3,13,V ugm-3,No data,,3,V ugm-3,0.15,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,50,V ugm-3,8,V ugm-3,22,V ugm-3,34,V ugm-3,No data,,1,V ugm-3,0.1,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,40,V ugm-3,2,V ugm-3,25,V ugm-3,29,V ugm-3,No data,,5,V ugm-3,0.24,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,38,V ugm-3,28,V ugm-3,86,V ugm-3,0.25,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,59,V ugm-3,2,V ugm-3,10,V ugm-3,12,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-12,1,V ugm-3,14,V ugm-3,16,V ugm-3,49,V ugm-3,1,V ugm-3,13,V ugm-3,14,V ugm-3,No data,,0,V ugm-3,0.18,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,49,V ugm-3,10,V ugm-3,23,V ugm-3,38,V ugm-3,No data,,1,V ugm-3,0.1,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,42,V ugm-3,2,V ugm-3,20,V ugm-3,24,V ugm-3,No data,,3,V ugm-3,0.26,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,39,V ugm-3,31,V ugm-3,91,V ugm-3,0.44,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,56,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-13,8,V ugm-3,21,V ugm-3,34,V ugm-3,36,V ,No data,V ,No data,V ,No data,V ,No data,,3,V ,0.35,V ,18,V ,No data,,No data,,No data,,No data,,No data,,39,V ugm-3,11,V ugm-3,26,V ugm-3,41,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,42,V ugm-3,4,V ugm-3,18,V ugm-3,25,V ugm-3,No data,,2,V ugm-3,0.3,V mgm-3,34,V ugm-3 (INDIC.GRAV),No data,,37,V ugm-3,24,V ugm-3,80,V ugm-3,0.54,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,44,V ugm-3,2,V ugm-3,17,V ugm-3,21,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-14,7,V ugm-3,20,V ugm-3,31,V ugm-3,47,V ugm-3,2,V ugm-3,14,V ugm-3,16,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,61,V ugm-3,5,V ugm-3,11,V ugm-3,19,V ugm-3,No data,,0,V ugm-3,0.1,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,30,V ugm-3,4,V ugm-3,31,V ugm-3,38,V ugm-3,No data,,4,V ugm-3,0.23,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,36,V ugm-3,24,V ugm-3,78,V ugm-3,0.31,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,60,V ugm-3,2,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-15,29,V ugm-3,39,V ugm-3,84,V ugm-3,34,V ugm-3,7,V ugm-3,33,V ugm-3,44,V ugm-3,No data,,2,V ugm-3,0.27,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,13,V ugm-3,25,V ugm-3,44,V ugm-3,No data,,2,V ugm-3,0.11,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,38,V ugm-3,4,V ugm-3,28,V ugm-3,33,V ugm-3,No data,,9,V ugm-3,0.4,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,41,V ugm-3,32,V ugm-3,95,V ugm-3,0.28,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,49,V ugm-3,2,V ugm-3,17,V ugm-3,21,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-16,27,V ugm-3,34,V ugm-3,75,V ugm-3,33,V ugm-3,5,V ugm-3,32,V ugm-3,40,V ugm-3,No data,,3,V ugm-3,No data,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,37,V ugm-3,15,V ugm-3,29,V ugm-3,52,V ugm-3,No data,,3,V ugm-3,0.15,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,2,V ugm-3,23,V ugm-3,26,V ugm-3,No data,,5,V ugm-3,0.29,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,22,V ugm-3,24,V ugm-3,57,V ugm-3,0.19,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,42,V ugm-3,3,V ugm-3,21,V ugm-3,26,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-17,48,V ugm-3,53,V ugm-3,126,V ugm-3,13,V ugm-3,21,V ugm-3,48,V ugm-3,80,V ugm-3,No data,,5,V ugm-3,No data,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,17,V ugm-3,27,V ugm-3,39,V ugm-3,80,V ugm-3,No data,,5,V ugm-3,0.19,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,19,V ugm-3,20,V ugm-3,50,V ugm-3,81,V ugm-3,No data,,8,V ugm-3,0.48,V mgm-3,36,V ugm-3 (INDIC.GRAV),No data,,112,V ugm-3,52,V ugm-3,222,V ugm-3,0.76,V mgm-3,36,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,25,V ugm-3,7,V ugm-3,34,V ugm-3,45,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-18,92,V ugm-3,68,V ugm-3,209,V ugm-3,8,V ugm-3,61,V ugm-3,60,V ugm-3,153,V ugm-3,No data,,7,V ugm-3,0.59,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,15,V ugm-3,41,V ugm-3,48,V ugm-3,110,V ugm-3,No data,,4,V ugm-3,0.31,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,6,V ugm-3,63,V ugm-3,66,V ugm-3,163,V ugm-3,No data,,8,V ugm-3,0.72,V mgm-3,44,V ugm-3 (INDIC.GRAV),No data,,166,V ugm-3,61,V ugm-3,313,V ugm-3,1.2,V mgm-3,38,V ugm-3 (INDIC.GRAV),No data,,6,V ugm-3,8,V ugm-3,65,V ugm-3,61,V ugm-3,159,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-19,35,V ugm-3,47,V ugm-3,100,V ugm-3,9,V ugm-3,18,V ugm-3,47,V ugm-3,73,V ugm-3,No data,,6,V ugm-3,0.31,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,16,V ugm-3,36,V ugm-3,44,V ugm-3,98,V ugm-3,No data,,7,V ugm-3,0.25,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,9,V ugm-3,24,V ugm-3,56,V ugm-3,94,V ugm-3,No data,,8,V ugm-3,0.6,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,131,V ugm-3,49,V ugm-3,249,V ugm-3,1.1,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,5,V ugm-3,13,V ugm-3,14,V ugm-3,44,V ugm-3,66,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-20,14,V ugm-3,36,V ugm-3,58,V ugm-3,20,V ugm-3,7,V ugm-3,34,V ugm-3,45,V ugm-3,No data,,3,V ugm-3,0.25,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,24,V ugm-3,8,V ugm-3,24,V ugm-3,36,V ugm-3,No data,,5,V ugm-3,0.2,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,16,V ugm-3,9,V ugm-3,49,V ugm-3,63,V ugm-3,No data,,8,V ugm-3,0.68,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,82,V ugm-3,43,V ugm-3,168,V ugm-3,1.1,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,28,V ugm-3,2,V ugm-3,23,V ugm-3,26,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-21,174,V ugm-3,73,V ugm-3,339,V ugm-3,7,V ugm-3,68,V ugm-3,58,V ugm-3,162,V ugm-3,No data,,6,V ugm-3,0.74,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,14,V ugm-3,27,V ugm-3,34,V ugm-3,76,V ugm-3,No data,,5,V ugm-3,0.19,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,6,V ugm-3,87,V ugm-3,65,V ugm-3,198,V ugm-3,No data,,7,V ugm-3,1,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,179,V ugm-3,42,V ugm-3,316,V ugm-3,1.2,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,14,V ugm-3,18,V ugm-3,40,V ugm-3,68,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-22,70,V ugm-3,50,V ugm-3,156,V ugm-3,2,V ugm-3,50,V ugm-3,52,V ugm-3,129,V ugm-3,No data,,13,V ugm-3,0.46,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,5,V ugm-3,42,V ugm-3,40,V ugm-3,104,V ugm-3,No data,,4,V ugm-3,0.3,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,6,V ugm-3,80,V ugm-3,58,V ugm-3,180,V ugm-3,No data,,10,V ugm-3,0.72,V mgm-3,45,V ugm-3 (INDIC.GRAV),No data,,147,V ugm-3,46,V ugm-3,271,V ugm-3,0.77,V mgm-3,37,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,7,V ugm-3,21,V ugm-3,38,V ugm-3,71,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-23,84,V ugm-3,59,V ugm-3,188,V ugm-3,2,V ugm-3,61,V ugm-3,57,V ugm-3,150,V ugm-3,No data,,6,V ugm-3,0.53,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,12,V ugm-3,18,V ugm-3,34,V ugm-3,62,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,4,V ugm-3,95,V ugm-3,66,V ugm-3,211,V ugm-3,No data,,12,V ugm-3,0.96,V mgm-3,46,V ugm-3 (INDIC.GRAV),No data,,145,V ugm-3,51,V ugm-3,272,V ugm-3,1.6,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,6,V ugm-3,20,V ugm-3,39,V ugm-3,69,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-24,26,V ugm-3,33,V ugm-3,73,V ugm-3,36,V ugm-3,4,V ugm-3,24,V ugm-3,30,V ugm-3,No data,,4,V ugm-3,0.13,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,52,V ugm-3,7,V ugm-3,18,V ugm-3,29,V ugm-3,No data,,3,V ugm-3,0.16,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,3,V ugm-3,25,V ugm-3,30,V ugm-3,No data,,6,V ugm-3,0.56,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,20,V ugm-3,16,V ugm-3,46,V ugm-3,0.16,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,57,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-25,28,V ugm-3,25,V ugm-3,68,V ugm-3,33,V ugm-3,7,V ugm-3,31,V ugm-3,41,V ugm-3,No data,,5,V ugm-3,0.19,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,40,V ugm-3,13,V ugm-3,28,V ugm-3,47,V ugm-3,No data,,8,V ugm-3,0.18,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,48,V ugm-3,2,V ugm-3,23,V ugm-3,25,V ugm-3,No data,,3,V ugm-3,0.38,V mgm-3,35,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,23,V ugm-3,59,V ugm-3,0.22,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,42,V ugm-3,4,V ugm-3,23,V ugm-3,29,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-26,5,V ,8,V ,15,V ,42,V ugm-3,3,V ugm-3,19,V ugm-3,24,V ugm-3,No data,,6,V ugm-3,0.19,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,37,V ugm-3,12,V ugm-3,22,V ugm-3,41,V ugm-3,No data,,1,V ugm-3,0.21,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,50,V ugm-3,1,V ugm-3,21,V ugm-3,23,V ugm-3,No data,,5,V ugm-3,0.39,V mgm-3,38,V ugm-3 (INDIC.GRAV),No data,,31,V ugm-3,27,V ugm-3,73,V ugm-3,0.38,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,42,V ugm-3,3,V ugm-3,19,V ugm-3,25,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-27,1,V ,13,V ,14,V ,39,V ugm-3,2,V ugm-3,22,V ugm-3,25,V ugm-3,No data,,3,V ugm-3,0.16,V mgm-3,8,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,53,V ugm-3,7,V ugm-3,14,V ugm-3,23,V ugm-3,No data,,2,V ugm-3,0.19,V mgm-3,5,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,54,V ugm-3,1,V ugm-3,20,V ugm-3,22,V ugm-3,No data,,3,V ugm-3,0.43,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,12,V ugm-3,19,V ugm-3,36,V ugm-3,0.2,V mgm-3,7,V ugm-3 (INDIC.GRAV),No data,,0,V ,49,V ugm-3,2,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-28,21,V ugm-3,30,V ugm-3,62,V ugm-3,37,V ugm-3,5,V ugm-3,31,V ugm-3,38,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,48,V ugm-3,10,V ugm-3,18,V ugm-3,33,V ugm-3,No data,,1,V ugm-3,0.17,V mgm-3,8,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,54,V ugm-3,1,V ugm-3,20,V ugm-3,22,V ugm-3,No data,,5,V ugm-3,0.38,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,25,V ugm-3,61,V ugm-3,0.2,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,46,V ugm-3,2,V ugm-3,18,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data
2005-11-29,56,V ugm-3,59,V ugm-3,145,V ugm-3,16,V ugm-3,43,V ugm-3,72,V ugm-3,137,V ugm-3,No data,,8,V ugm-3,0.43,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,26,V ugm-3,19,V ugm-3,36,V ugm-3,65,V ugm-3,No data,,4,V ugm-3,0.18,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,22,V ugm-3,21,V ugm-3,54,V ugm-3,86,V ugm-3,No data,,12,V ugm-3,0.69,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,137,V ugm-3,65,V ugm-3,274,V ugm-3,1,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,28,V ugm-3,5,V ugm-3,35,V ugm-3,43,V ugm-3,No data,,No data,,No data,,No data,,No data
