,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland 8",,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2007-08-11,3,V ugm-3,11,V ugm-3,15,V ugm-3,44,V ugm-3,1,V ugm-3,16,V ugm-3,17,V ugm-3,No data,,4,V ugm-3,0.14,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,18,V ugm-3,20,V ugm-3,47,V ugm-3,No data,,3,V ugm-3,0.12,V mgm-3,10,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,46,V ugm-3,3,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,3,V ugm-3,0.27,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,51,V ugm-3,45,V ugm-3,123,V ugm-3,0.24,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,No data,,44,V ugm-3,4,V ugm-3,13,V ugm-3,18,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-12,3,V ugm-3,9,V ugm-3,12,V ugm-3,53,V ugm-3,2,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,1,V ugm-3,0.1,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,48,V ugm-3,8,V ugm-3,12,V ugm-3,25,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,7,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,5,V ugm-3,0.27,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,20,V ugm-3,57,V ugm-3,0.19,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,51,V ugm-3,2,V ugm-3,4,V ugm-3,7,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-13,8,V ugm-3,15,V ugm-3,27,V ugm-3,47,V ugm-3,1,V ugm-3,7,V ugm-3,8,V ugm-3,No data,,0,V ugm-3,0.19,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,34,V ugm-3,17,V ugm-3,21,V ugm-3,47,V ugm-3,No data,,4,V ugm-3,0.17,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,3,V ugm-3,13,V ugm-3,18,V ugm-3,No data,,4,V ugm-3,0.29,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,31,V ugm-3,24,V ugm-3,71,V ugm-3,0.16,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,4,V ugm-3,No data,,52,V ugm-3,3,V ugm-3,6,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-14,13,V ugm-3,30,V ugm-3,50,V ugm-3,27,V ugm-3,2,V ugm-3,12,V ugm-3,16,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,16,V ugm-3,20,V ugm-3,24,V ugm-3,55,V ugm-3,No data,,3,V ugm-3,0.15,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,3,V ugm-3,13,V ugm-3,17,V ugm-3,No data,,3,V ugm-3,0.27,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,60,V ugm-3,35,V ugm-3,127,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,31,V ugm-3,6,V ugm-3,15,V ugm-3,25,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-15,17,V ugm-3,25,V ugm-3,51,V ugm-3,44,V ugm-3,3,V ugm-3,16,V ugm-3,19,V ugm-3,No data,,1,V ugm-3,0.22,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,39,V ugm-3,14,V ugm-3,17,V ugm-3,39,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,2,V ugm-3,15,V ugm-3,18,V ugm-3,No data,,3,V ugm-3,0.28,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,54,V ugm-3,42,V ugm-3,125,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,No data,V ugm-3,No data,,46,V ugm-3,4,V ugm-3,10,V ugm-3,17,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-16,12,V ugm-3,21,V ugm-3,39,V ugm-3,47,V ugm-3,2,V ugm-3,9,V ugm-3,12,V ugm-3,No data,,2,V ugm-3,0.23,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,44,V ugm-3,10,V ugm-3,12,V ugm-3,27,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,7,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,43,V ugm-3,5,V ugm-3,16,V ugm-3,23,V ugm-3,No data,,6,V ugm-3,0.35,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,27,V ugm-3,26,V ugm-3,68,V ugm-3,0.16,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,No data,V ugm-3,No data,,41,V ugm-3,2,V ugm-3,2,V ugm-3,5,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-17,13,V ugm-3,24,V ugm-3,44,V ugm-3,49,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,0,V ugm-3,0.25,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,43,V ugm-3,10,V ugm-3,18,V ugm-3,33,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,16,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,51,V ugm-3,3,V ugm-3,14,V ugm-3,20,V ugm-3,No data,,8,V ugm-3,0.42,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,50,V ugm-3,38,V ugm-3,114,V ugm-3,0.23,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,38,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-18,7,V ugm-3,26,V ugm-3,36,V ugm-3,36,V ugm-3,0,V ugm-3,12,V ugm-3,13,V ugm-3,No data,,3,V ugm-3,0.22,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,20,V ugm-3,12,V ugm-3,12,V ugm-3,30,V ugm-3,No data,,3,V ugm-3,0.12,V mgm-3,13,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,46,V ugm-3,2,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,5,V ugm-3,0.22,V mgm-3,12,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,31,V ugm-3,97,V ugm-3,0.22,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,28,V ugm-3,4,V ugm-3,10,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-19,1,V ugm-3,8,V ugm-3,10,V ugm-3,38,V ugm-3,2,V ugm-3,14,V ugm-3,17,V ugm-3,No data,,4,V ugm-3,0.12,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,41,V ugm-3,10,V ugm-3,10,V ugm-3,25,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,56,V ugm-3,1,V ugm-3,8,V ugm-3,9,V ugm-3,No data,,4,V ugm-3,0.24,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,20,V ugm-3,10,V ugm-3,40,V ugm-3,0.15,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,30,V ugm-3,2,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-08-20,19,V ugm-3,21,V ugm-3,50,V ugm-3,50,V ugm-3,4,V ugm-3,15,V ugm-3,20,V ugm-3,No data,,3,V ugm-3,0.27,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,40,V ugm-3,14,V ugm-3,30,V ugm-3,51,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,9,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,27,V ugm-3,28,V ugm-3,69,V ugm-3,0.11,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,38,V ugm-3,3,V ugm-3,6,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
