,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland 8",,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2007-04-11,17,V ugm-3,39,V ugm-3,66,V ugm-3,54,V ugm-3,4,V ugm-3,20,V ugm-3,26,V ugm-3,No data,,11,V ugm-3,0.22,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,64,V ugm-3,9,V ugm-3,26,V ugm-3,40,V ugm-3,No data,,0,V ugm-3,0.14,V mgm-3,6,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,60,V ugm-3,4,V ugm-3,21,V ugm-3,26,V ugm-3,No data,,7,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,42,V ugm-3,53,V ugm-3,117,V ugm-3,0.36,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,41,V ugm-3,7,V ugm-3,22,V ugm-3,33,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-12,27,V ugm-3,49,V ugm-3,90,V ugm-3,42,V ugm-3,5,V ugm-3,26,V ugm-3,34,V ugm-3,No data,,12,V ugm-3,0.27,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,33,V ugm-3,24,V ugm-3,47,V ugm-3,83,V ugm-3,No data,,6,V ugm-3,0.21,V mgm-3,31,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,41,V ugm-3,7,V ugm-3,27,V ugm-3,38,V ugm-3,No data,,6,V ugm-3,No data,V mgm-3,No data,V ugm-3 (INDIC.GRAV),No data,,46,V ugm-3,50,V ugm-3,120,V ugm-3,0.37,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,6,V ugm-3,No data,,31,V ugm-3,12,V ugm-3,33,V ugm-3,51,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-13,17,V ugm-3,34,V ugm-3,60,V ugm-3,24,V ugm-3,10,V ugm-3,39,V ugm-3,54,V ugm-3,No data,,19,V ugm-3,0.28,V mgm-3,49,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,12,V ugm-3,32,V ugm-3,49,V ugm-3,No data,,0,V ugm-3,0.2,V mgm-3,24,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),6,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,54,V ugm-3,4,V ugm-3,17,V ugm-3,22,V ugm-3,No data,,3,V ugm-3,No data,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,85,V ugm-3,72,V ugm-3,203,V ugm-3,0.68,V mgm-3,65,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,55,V ugm-3,6,V ugm-3,14,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-14,16,V ugm-3,33,V ugm-3,57,V ugm-3,10,V ugm-3,26,V ugm-3,50,V ugm-3,89,V ugm-3,No data,,25,V ugm-3,0.45,V mgm-3,58,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,23,V ugm-3,27,V ugm-3,46,V ugm-3,87,V ugm-3,No data,,6,V ugm-3,0.23,V mgm-3,42,V ugm-3 (TEOM FDMS),33,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,18,V ugm-3,28,V ugm-3,47,V ugm-3,90,V ugm-3,No data,,14,V ugm-3,No data,V mgm-3,44,V ugm-3 (INDIC.GRAV),No data,,79,V ugm-3,71,V ugm-3,191,V ugm-3,0.57,V mgm-3,58,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,21,V ugm-3,16,V ugm-3,34,V ugm-3,58,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-15,8,V ugm-3,33,V ugm-3,45,V ugm-3,52,V ugm-3,11,V ugm-3,39,V ugm-3,56,V ugm-3,No data,,17,V ugm-3,0.35,V mgm-3,51,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,64,V ugm-3,20,V ugm-3,29,V ugm-3,60,V ugm-3,No data,,4,V ugm-3,0.3,V mgm-3,48,V ugm-3 (TEOM FDMS),36,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,54,V ugm-3,12,V ugm-3,44,V ugm-3,63,V ugm-3,No data,,12,V ugm-3,No data,V mgm-3,49,V ugm-3 (INDIC.GRAV),No data,,27,V ugm-3,44,V ugm-3,86,V ugm-3,0.26,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,5,V ugm-3,No data,,58,V ugm-3,9,V ugm-3,27,V ugm-3,40,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-16,21,V ugm-3,35,V ugm-3,67,V ugm-3,41,V ugm-3,5,V ugm-3,29,V ugm-3,36,V ugm-3,No data,,7,V ugm-3,0.15,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,57,V ugm-3,9,V ugm-3,31,V ugm-3,45,V ugm-3,No data,,7,V ugm-3,0.14,V mgm-3,21,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,46,V ugm-3,2,V ugm-3,24,V ugm-3,27,V ugm-3,No data,,4,V ugm-3,No data,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,54,V ugm-3,55,V ugm-3,138,V ugm-3,0.31,V mgm-3,36,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,61,V ugm-3,5,V ugm-3,16,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-17,12,V ugm-3,26,V ugm-3,45,V ugm-3,62,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,1,V ugm-3,0.19,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,69,V ugm-3,7,V ugm-3,21,V ugm-3,32,V ugm-3,No data,,3,V ugm-3,0.11,V mgm-3,9,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,56,V ugm-3,3,V ugm-3,24,V ugm-3,28,V ugm-3,No data,,15,V ugm-3,No data,V mgm-3,42,V ugm-3 (INDIC.GRAV),No data,,23,V ugm-3,30,V ugm-3,65,V ugm-3,0.15,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,75,V ugm-3,2,V ugm-3,8,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-18,12,V ugm-3,28,V ugm-3,47,V ugm-3,67,V ugm-3,3,V ugm-3,14,V ugm-3,18,V ugm-3,No data,,1,V ugm-3,0.16,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,71,V ugm-3,6,V ugm-3,20,V ugm-3,29,V ugm-3,No data,,3,V ugm-3,0.16,V mgm-3,8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,62,V ugm-3,3,V ugm-3,24,V ugm-3,28,V ugm-3,No data,,9,V ugm-3,No data,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,24,V ugm-3,33,V ugm-3,69,V ugm-3,0.22,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,82,V ugm-3,3,V ugm-3,6,V ugm-3,10,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-19,10,V ugm-3,22,V ugm-3,38,V ugm-3,73,V ugm-3,1,V ugm-3,18,V ugm-3,20,V ugm-3,No data,,4,V ugm-3,0.17,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,71,V ugm-3,9,V ugm-3,24,V ugm-3,38,V ugm-3,No data,,5,V ugm-3,0.17,V mgm-3,10,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,78,V ugm-3,2,V ugm-3,18,V ugm-3,21,V ugm-3,No data,,5,V ugm-3,No data,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,27,V ugm-3,42,V ugm-3,83,V ugm-3,0.28,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,81,V ugm-3,3,V ugm-3,10,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-20,19,V ugm-3,37,V ugm-3,66,V ugm-3,63,V ugm-3,1,V ugm-3,15,V ugm-3,16,V ugm-3,No data,,2,V ugm-3,0.18,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,11,V ugm-3,41,V ugm-3,58,V ugm-3,No data,,4,V ugm-3,0.18,V mgm-3,21,V ugm-3 (TEOM FDMS),19,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,69,V ugm-3,2,V ugm-3,12,V ugm-3,15,V ugm-3,No data,,1,V ugm-3,No data,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,66,V ugm-3,64,V ugm-3,165,V ugm-3,0.44,V mgm-3,37,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,59,V ugm-3,6,V ugm-3,18,V ugm-3,27,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-21,2,V ugm-3,22,V ugm-3,25,V ugm-3,72,V ugm-3,1,V ugm-3,18,V ugm-3,19,V ugm-3,No data,,4,V ugm-3,0.2,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,57,V ugm-3,10,V ugm-3,42,V ugm-3,57,V ugm-3,No data,,4,V ugm-3,0.2,V mgm-3,38,V ugm-3 (TEOM FDMS),31,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,74,V ugm-3,1,V ugm-3,22,V ugm-3,24,V ugm-3,No data,,8,V ugm-3,No data,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,31,V ugm-3,50,V ugm-3,97,V ugm-3,0.28,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,74,V ugm-3,4,V ugm-3,16,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-22,1,V ugm-3,12,V ugm-3,14,V ugm-3,74,V ugm-3,0,V ugm-3,13,V ugm-3,14,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,90,V ugm-3,3,V ugm-3,15,V ugm-3,20,V ugm-3,No data,,3,V ugm-3,0.14,V mgm-3,14,V ugm-3 (TEOM FDMS),10,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,72,V ugm-3,1,V ugm-3,23,V ugm-3,26,V ugm-3,No data,,2,V ugm-3,No data,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,16,V ugm-3,29,V ugm-3,53,V ugm-3,0.28,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,90,V ugm-3,2,V ugm-3,7,V ugm-3,10,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-23,7,V ugm-3,17,V ugm-3,27,V ugm-3,46,V ugm-3,1,V ugm-3,13,V ugm-3,14,V ugm-3,No data,,3,V ugm-3,0.17,V mgm-3,11,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,10,V ugm-3,27,V ugm-3,42,V ugm-3,No data,,3,V ugm-3,0.16,V mgm-3,7,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,46,V ugm-3,2,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,4,V ugm-3,No data,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,30,V ugm-3,29,V ugm-3,75,V ugm-3,0.26,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,56,V ugm-3,3,V ugm-3,9,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-04-24,12,V ugm-3,25,V ugm-3,44,V ugm-3,47,V ugm-3,2,V ugm-3,14,V ugm-3,17,V ugm-3,No data,,1,V ugm-3,0.12,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,50,V ugm-3,7,V ugm-3,29,V ugm-3,40,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,9,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,49,V ugm-3,2,V ugm-3,17,V ugm-3,20,V ugm-3,No data,,5,V ugm-3,No data,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,45,V ugm-3,46,V ugm-3,116,V ugm-3,0.3,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,56,V ugm-3,4,V ugm-3,9,V ugm-3,14,V ugm-3,No data,,No data,,No data,,No data,,No data
