Daily Mean data	    supplied by UK-AIR on 06/09/2017
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland 8",,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2007-06-01,15,V ugm-3,31,V ugm-3,54,V ugm-3,40,V ugm-3,9,V ugm-3,36,V ugm-3,49,V ugm-3,No data,,15,V ugm-3,0.31,V mgm-3,56,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,46,V ugm-3,9,V ugm-3,28,V ugm-3,42,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,22,V ugm-3 (TEOM FDMS),21,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,63,V ugm-3,5,V ugm-3,11,V ugm-3,18,V ugm-3,No data,,5,V ugm-3,0.13,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,66,V ugm-3,74,V ugm-3,173,V ugm-3,0.42,V mgm-3,52,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,65,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-02,9,V ugm-3,26,V ugm-3,39,V ugm-3,76,V ugm-3,5,V ugm-3,19,V ugm-3,26,V ugm-3,No data,,16,V ugm-3,0.16,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,56,V ugm-3,5,V ugm-3,30,V ugm-3,37,V ugm-3,No data,,6,V ugm-3,0.11,V mgm-3,29,V ugm-3 (TEOM FDMS),26,V ugm-3 (TEOM FDMS),4,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,64,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,0.14,V mgm-3,34,V ugm-3 (INDIC.GRAV),No data,,31,V ugm-3,54,V ugm-3,101,V ugm-3,0.28,V mgm-3,34,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,63,V ugm-3,No data,V ,No data,V ,No data,V ,No data,,No data,,No data,,No data,,No data
2007-06-03,1,V ugm-3,15,V ugm-3,17,V ugm-3,101,V ugm-3,0,V ugm-3,14,V ugm-3,15,V ugm-3,No data,,6,V ugm-3,0.16,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,94,V ugm-3,3,V ugm-3,18,V ugm-3,22,V ugm-3,No data,,6,V ugm-3,0.1,V mgm-3,29,V ugm-3 (TEOM FDMS),24,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ,No data,V ,No data,V ,No data,V ,No data,,No data,V ,No data,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,10,V ugm-3,39,V ugm-3,55,V ugm-3,0.18,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,97,V ugm-3,No data,V ,No data,V ,No data,V ,No data,,No data,,No data,,No data,,No data
2007-06-04,10,V ugm-3,20,V ugm-3,36,V ugm-3,67,V ugm-3,2,V ugm-3,21,V ugm-3,24,V ugm-3,No data,,8,V ugm-3,0.18,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,66,V ugm-3,12,V ugm-3,22,V ugm-3,39,V ugm-3,No data,,9,V ugm-3,0.1,V mgm-3,15,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,75,V ,2,V ,9,V ,12,V ,No data,,No data,V ,0.12,V ,16,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,56,V ugm-3,122,V ugm-3,0.18,V mgm-3,38,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,76,V ugm-3,No data,V ,No data,V ,No data,V ,No data,,No data,,No data,,No data,,No data
2007-06-05,10,V ugm-3,No data,V ugm-3,No data,V ugm-3,78,V ugm-3,1,V ugm-3,18,V ugm-3,20,V ugm-3,No data,,6,V ugm-3,0.21,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,72,V ugm-3,11,V ugm-3,24,V ugm-3,40,V ugm-3,No data,,5,V ugm-3,0.1,V mgm-3,13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,94,V ugm-3,2,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,No data,V ugm-3,0.1,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,33,V ugm-3,47,V ugm-3,98,V ugm-3,0.15,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,87,V ugm-3,No data,V ,No data,V ,No data,V ,No data,,No data,,No data,,No data,,No data
2007-06-06,13,V ugm-3,No data,V ugm-3,No data,V ugm-3,87,V ugm-3,2,V ugm-3,16,V ugm-3,20,V ugm-3,No data,,3,V ugm-3,0.12,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,74,V ugm-3,11,V ugm-3,32,V ugm-3,48,V ugm-3,No data,,4,V ugm-3,0.1,V mgm-3,13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,103,V ugm-3,2,V ugm-3,7,V ugm-3,9,V ugm-3,No data,,3,V ugm-3,0.11,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,29,V ugm-3,52,V ugm-3,95,V ugm-3,0.15,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,97,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-07,10,V ugm-3,No data,V ugm-3,No data,V ugm-3,68,V ugm-3,2,V ugm-3,20,V ugm-3,22,V ugm-3,No data,,0,V ugm-3,0.13,V mgm-3,21,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,56,V ugm-3,10,V ugm-3,29,V ugm-3,45,V ugm-3,No data,,3,V ugm-3,0.15,V mgm-3,12,V ugm-3 (TEOM FDMS),11,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,83,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,2,V ugm-3,0.11,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,43,V ugm-3,57,V ugm-3,123,V ugm-3,0.25,V mgm-3,30,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,70,V ugm-3,2,V ugm-3,12,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-08,8,V ugm-3,25,V ugm-3,38,V ugm-3,54,V ugm-3,6,V ugm-3,37,V ugm-3,46,V ugm-3,No data,,22,V ugm-3,0.29,V mgm-3,49,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,51,V ugm-3,9,V ugm-3,30,V ugm-3,43,V ugm-3,No data,,4,V ugm-3,0.15,V mgm-3,21,V ugm-3 (TEOM FDMS),18,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,66,V ugm-3,85,V ugm-3,185,V ugm-3,0.59,V mgm-3,52,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,56,V ugm-3,6,V ugm-3,14,V ugm-3,24,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-09,1,V ugm-3,13,V ugm-3,14,V ugm-3,64,V ugm-3,3,V ugm-3,26,V ugm-3,30,V ugm-3,No data,,10,V ugm-3,0.24,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,60,V ugm-3,7,V ugm-3,32,V ugm-3,42,V ugm-3,No data,,9,V ugm-3,0.12,V mgm-3,25,V ugm-3 (TEOM FDMS),22,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,43,V ugm-3,2,V ugm-3,20,V ugm-3,23,V ugm-3,No data,,No data,V ugm-3,0.19,V mgm-3,23,V ugm-3 (INDIC.GRAV),No data,,42,V ugm-3,65,V ugm-3,128,V ugm-3,0.3,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,78,V ugm-3,3,V ugm-3,12,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-10,0,V ugm-3,9,V ugm-3,9,V ugm-3,79,V ugm-3,3,V ugm-3,23,V ugm-3,28,V ugm-3,No data,,22,V ugm-3,0.3,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,74,V ugm-3,3,V ugm-3,19,V ugm-3,24,V ugm-3,No data,,7,V ugm-3,0.1,V mgm-3,13,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,96,V ugm-3,0,V ugm-3,5,V ugm-3,5,V ugm-3,No data,,2,V ugm-3,0.1,V mgm-3,13,V ugm-3 (INDIC.GRAV),No data,,18,V ugm-3,55,V ugm-3,84,V ugm-3,0.3,V mgm-3,40,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,86,V ugm-3,3,V ugm-3,12,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
