,"Billingham",,,,,,"Middlesbrough",,,,,,,,,,,,,,,,,,,,,,,,,,"Newcastle Centre",,,,,,,,,,,,,,,,,,,,,,,,,,"Redcar",,,,,,,,,,,,,,,,,,"Stockton-on-Tees Yarm",,,,,,,,,,"Sunderland",,,,"Sunderland 8",,"Sunderland Silksworth",,,,,,,,,,,,,,,,,
Date,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Non-volatile PM10 (Hourly measured)",Status,"Volatile PM10 (Hourly measured)",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Cobalt",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Carbon monoxide",Status,"PM10 particulate matter (Hourly measured)",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"Ozone",Status,"Nitric oxide",Status,"Nitrogen dioxide",Status,"Nitrogen oxides as nitrogen dioxide",Status,"Sulphur dioxide",Status,"Sulphur dioxide",Status,"PM2.5 particulate matter (Hourly measured)",Status,"Non-volatile PM2.5 (Hourly measured)",Status,"Volatile PM2.5 (Hourly measured)",Status
2007-06-11,11,V ugm-3,30,V ugm-3,46,V ugm-3,81,V ugm-3,2,V ugm-3,33,V ugm-3,37,V ugm-3,No data,,19,V ugm-3,0.26,V mgm-3,66,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,65,V ugm-3,8,V ugm-3,37,V ugm-3,49,V ugm-3,No data,,5,V ugm-3,0.15,V mgm-3,39,V ugm-3 (TEOM FDMS),34,V ugm-3 (TEOM FDMS),5,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,26,V ugm-3 (INDIC.GRAV),No data,,40,V ugm-3,81,V ugm-3,142,V ugm-3,0.31,V mgm-3,70,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,88,V ugm-3,4,V ugm-3,16,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-12,14,V ugm-3,36,V ugm-3,58,V ugm-3,46,V ugm-3,6,V ugm-3,50,V ugm-3,58,V ugm-3,No data,,21,V ugm-3,0.25,V mgm-3,75,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,40,V ugm-3,11,V ugm-3,40,V ugm-3,57,V ugm-3,No data,,11,V ugm-3,0.12,V mgm-3,21,V ugm-3 (TEOM FDMS),17,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,93,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,5,V ugm-3,0.1,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,85,V ugm-3,85,V ugm-3,215,V ugm-3,0.39,V mgm-3,69,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,70,V ugm-3,4,V ugm-3,15,V ugm-3,20,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-13,20,V ugm-3,28,V ugm-3,59,V ugm-3,49,V ugm-3,5,V ugm-3,22,V ugm-3,29,V ugm-3,No data,,8,V ugm-3,0.27,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,44,V ugm-3,17,V ugm-3,34,V ugm-3,60,V ugm-3,No data,,2,V ugm-3,0.11,V mgm-3,3,V ugm-3 (TEOM FDMS),3,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,67,V ugm-3,3,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,9,V ugm-3 (INDIC.GRAV),No data,,50,V ugm-3,57,V ugm-3,133,V ugm-3,0.25,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,No data,V ugm-3,No data,,65,V ugm-3,3,V ugm-3,11,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-14,7,V ugm-3,20,V ugm-3,31,V ugm-3,52,V ugm-3,2,V ugm-3,27,V ugm-3,31,V ugm-3,No data,,13,V ugm-3,0.25,V mgm-3,24,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,51,V ugm-3,8,V ugm-3,21,V ugm-3,33,V ugm-3,No data,,3,V ugm-3,0.1,V mgm-3,7,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,74,V ugm-3,2,V ugm-3,5,V ugm-3,8,V ugm-3,No data,,0,V ugm-3,0.1,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,37,V ugm-3,40,V ugm-3,97,V ugm-3,0.15,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,V ugm-3,No data,,68,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-15,5,V ugm-3,14,V ugm-3,22,V ugm-3,52,V ugm-3,2,V ugm-3,26,V ugm-3,29,V ugm-3,No data,,15,V ugm-3,0.2,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,51,V ugm-3,15,V ugm-3,32,V ugm-3,55,V ugm-3,No data,,4,V ugm-3,0.12,V mgm-3,8,V ugm-3 (TEOM FDMS),9,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,73,V ugm-3,2,V ugm-3,6,V ugm-3,9,V ugm-3,No data,,3,V ugm-3,0.11,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,34,V ugm-3,45,V ugm-3,97,V ugm-3,0.19,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,68,V ugm-3,2,V ugm-3,6,V ugm-3,10,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-16,3,V ugm-3,16,V ugm-3,20,V ugm-3,46,V ugm-3,2,V ugm-3,21,V ugm-3,24,V ugm-3,No data,,7,V ugm-3,0.2,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,48,V ugm-3,9,V ugm-3,33,V ugm-3,46,V ugm-3,No data,,6,V ugm-3,0.14,V mgm-3,13,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,55,V ugm-3,3,V ugm-3,12,V ugm-3,16,V ugm-3,No data,,2,V ugm-3,0.12,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,42,V ugm-3,55,V ugm-3,119,V ugm-3,0.38,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,67,V ugm-3,4,V ugm-3,10,V ugm-3,16,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-17,1,V ugm-3,10,V ugm-3,11,V ugm-3,58,V ugm-3,4,V ugm-3,23,V ugm-3,29,V ugm-3,No data,,16,V ugm-3,0.23,V mgm-3,31,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,64,V ugm-3,5,V ugm-3,16,V ugm-3,22,V ugm-3,No data,,6,V ugm-3,0.18,V mgm-3,8,V ugm-3 (TEOM FDMS),8,V ugm-3 (TEOM FDMS),-0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,84,V ugm-3,1,V ugm-3,6,V ugm-3,8,V ugm-3,No data,,4,V ugm-3,0.1,V mgm-3,19,V ugm-3 (INDIC.GRAV),No data,,23,V ugm-3,46,V ugm-3,81,V ugm-3,0.31,V mgm-3,33,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,74,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-18,8,V ugm-3,21,V ugm-3,33,V ugm-3,62,V ugm-3,2,V ugm-3,26,V ugm-3,30,V ugm-3,No data,,7,V ugm-3,0.19,V mgm-3,27,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,63,V ugm-3,8,V ugm-3,23,V ugm-3,34,V ugm-3,No data,,3,V ugm-3,0.2,V mgm-3,11,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,85,V ugm-3,1,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,0,V ugm-3,0.1,V mgm-3,15,V ugm-3 (INDIC.GRAV),No data,,41,V ugm-3,60,V ugm-3,123,V ugm-3,0.21,V mgm-3,39,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,76,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-19,7,V ugm-3,26,V ugm-3,36,V ugm-3,53,V ugm-3,4,V ugm-3,23,V ugm-3,29,V ugm-3,No data,,5,V ugm-3,0.12,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,64,V ugm-3,4,V ugm-3,24,V ugm-3,31,V ugm-3,No data,,3,V ugm-3,0.19,V mgm-3,14,V ugm-3 (TEOM FDMS),13,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,75,V ugm-3,2,V ugm-3,8,V ugm-3,10,V ugm-3,No data,,0,V ugm-3,0.1,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,70,V ugm-3,61,V ugm-3,168,V ugm-3,0.37,V mgm-3,32,V ugm-3 (INDIC.GRAV),No data,,0,V ugm-3,No data,,76,V ugm-3,2,V ugm-3,3,V ugm-3,6,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-20,9,V ugm-3,32,V ugm-3,46,V ugm-3,63,V ugm-3,4,V ugm-3,9,V ugm-3,13,V ugm-3,No data,,No data,V ugm-3,No data,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,54,V ugm-3,10,V ugm-3,33,V ugm-3,48,V ugm-3,No data,,3,V ugm-3,0.11,V mgm-3,12,V ugm-3 (TEOM FDMS),12,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,70,V ugm-3,2,V ugm-3,7,V ugm-3,10,V ugm-3,No data,,2,V ugm-3,0.11,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,44,V ugm-3,47,V ugm-3,113,V ugm-3,0.29,V mgm-3,25,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,69,V ugm-3,3,V ugm-3,7,V ugm-3,11,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-21,12,V ugm-3,32,V ugm-3,51,V ugm-3,53,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,1,V ugm-3,No data,V mgm-3,20,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,32,V ugm-3,9,V ugm-3,39,V ugm-3,53,V ugm-3,No data,,3,V ugm-3,0.19,V mgm-3,17,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),0,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,61,V ugm-3,2,V ugm-3,10,V ugm-3,13,V ugm-3,No data,,2,V ugm-3,0.1,V mgm-3,17,V ugm-3 (INDIC.GRAV),No data,,48,V ugm-3,49,V ugm-3,122,V ugm-3,0.22,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,47,V ugm-3,4,V ugm-3,9,V ugm-3,15,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-22,13,V ugm-3,30,V ugm-3,50,V ugm-3,46,V ugm-3,3,V ugm-3,25,V ugm-3,29,V ugm-3,No data,,8,V ugm-3,0.18,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,33,V ugm-3,12,V ugm-3,39,V ugm-3,57,V ugm-3,No data,,7,V ugm-3,0.15,V mgm-3,19,V ugm-3 (TEOM FDMS),16,V ugm-3 (TEOM FDMS),2,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,59,V ugm-3,4,V ugm-3,15,V ugm-3,20,V ugm-3,No data,,5,V ugm-3,0.13,V mgm-3,22,V ugm-3 (INDIC.GRAV),No data,,74,V ugm-3,55,V ugm-3,168,V ugm-3,No data,V mgm-3,29,V ugm-3 (INDIC.GRAV),No data,,3,V ugm-3,No data,,49,V ugm-3,5,V ugm-3,14,V ugm-3,22,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-23,2,V ugm-3,13,V ugm-3,16,V ugm-3,60,V ugm-3,2,V ugm-3,13,V ugm-3,16,V ugm-3,No data,,2,V ugm-3,0.14,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,38,V ugm-3,9,V ugm-3,36,V ugm-3,50,V ugm-3,No data,,18,V ugm-3,0.12,V mgm-3,14,V ugm-3 (TEOM FDMS),14,V ugm-3 (TEOM FDMS),1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,70,V ugm-3,2,V ugm-3,11,V ugm-3,14,V ugm-3,No data,,3,V ugm-3,0.14,V mgm-3,16,V ugm-3 (INDIC.GRAV),No data,,57,V ugm-3,48,V ugm-3,136,V ugm-3,No data,V mgm-3,28,V ugm-3 (INDIC.GRAV),No data,,1,V ugm-3,No data,,60,V ugm-3,3,V ugm-3,6,V ugm-3,10,V ugm-3,No data,,No data,,No data,,No data,,No data
2007-06-24,2,V ugm-3,11,V ugm-3,13,V ugm-3,50,V ugm-3,1,V ugm-3,14,V ugm-3,15,V ugm-3,No data,,2,V ugm-3,0.15,V mgm-3,14,V ugm-3 (INDIC.GRAV),No data,,No data,,No data,,No data,,No data,,47,V ugm-3,4,V ugm-3,19,V ugm-3,25,V ugm-3,No data,,4,V ugm-3,0.19,V mgm-3,6,V ugm-3 (TEOM FDMS),7,V ugm-3 (TEOM FDMS),-1,V ugm-3 (TEOM FDMS),No data,,No data,,No data,,59,V ugm-3,2,V ugm-3,8,V ugm-3,11,V ugm-3,No data,,1,V ugm-3,0.12,V mgm-3,10,V ugm-3 (INDIC.GRAV),No data,,23,V ugm-3,39,V ugm-3,73,V ugm-3,No data,V mgm-3,18,V ugm-3 (INDIC.GRAV),No data,,2,V ugm-3,No data,,56,V ugm-3,3,V ugm-3,5,V ugm-3,9,V ugm-3,No data,,No data,,No data,,No data,,No data
